acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
28744,M/NB,15,11,27,265,292,2,0,0,0,1,1,0,0,0
28745,F,9,9,15,248,263,1,1,0,0,0,0,0,0,0
28746,F,13,11,23,9,32,2,2,0,0,0,0,0,0,0
28747,F,23,23,15,111,126,1,0,1,0,0,0,0,0,0
28748,F,7,7,15,189,204,1,0,0,0,0,0,1,0,0
28749,M/NB,27,27,15,220,235,1,1,0,0,0,0,0,0,0
28750,M/NB,51,13,82,214,296,8,3,1,2,2,0,0,0,0
28751,M/NB,53,35,67,280,347,6,1,0,4,0,0,0,1,0
28752,M/NB,41,13,86,103,189,8,3,1,1,2,0,0,1,0
28753,F,13,13,15,241,256,1,1,0,0,0,0,0,0,0
28754,M/NB,29,25,27,219,246,2,1,0,0,0,1,0,0,0
28755,F,13,5,27,35,62,2,0,0,1,0,1,0,0,0
28756,F,9,9,15,113,128,1,0,0,0,0,0,0,1,0
28757,F,33,17,87,248,335,8,2,0,3,2,0,0,1,0
28758,M/NB,11,3,26,273,299,2,0,0,1,1,0,0,0,1
28759,F,19,19,15,106,121,1,0,0,0,1,0,0,0,0
28760,F,41,13,104,231,335,9,4,0,2,0,1,2,0,0
28761,F,13,7,34,64,98,3,1,0,1,1,0,0,0,0
28762,F,9,9,15,224,239,1,0,0,1,0,0,0,0,0
28763,F,15,15,15,64,79,1,0,0,1,0,0,0,0,0
28764,F,15,11,26,268,294,2,0,0,1,1,0,0,0,0
28765,F,59,13,119,129,248,11,2,2,3,1,1,1,1,0
28766,M/NB,5,5,15,214,229,1,0,0,0,1,0,0,0,0
28767,M/NB,39,35,25,186,211,2,0,0,2,0,0,0,0,0
28768,F,13,9,25,6,31,2,1,0,1,0,0,0,0,0
28769,F,11,3,27,63,90,2,1,0,0,0,1,0,0,0
28770,M/NB,43,23,97,275,372,9,3,0,3,2,0,0,1,0
28771,F,37,15,75,284,359,7,3,1,1,1,0,0,1,0
28772,F,31,13,62,52,114,5,2,0,0,0,1,1,1,0
28773,F,5,3,25,224,249,2,1,0,1,0,0,0,0,0
28774,F,17,9,25,276,301,2,1,0,1,0,0,0,0,0
28775,F,21,17,26,194,220,2,1,0,0,1,0,0,0,0
28776,F,45,7,81,278,359,7,2,1,1,1,0,0,2,0
28777,M/NB,17,13,25,224,249,2,0,1,1,0,0,0,0,0
28778,F,31,31,15,176,191,1,0,0,0,0,0,0,1,0
28779,F,9,9,15,277,292,1,0,0,1,0,0,0,0,0
28780,M/NB,41,11,80,215,295,7,0,2,4,0,1,0,0,0
28781,F,19,15,23,174,197,2,2,0,0,0,0,0,0,0
28782,M/NB,21,11,60,206,266,5,0,0,1,3,0,1,0,0
28783,M/NB,19,13,29,264,293,2,0,0,0,0,0,0,2,0
28784,F,29,9,51,192,243,5,2,2,1,0,0,0,0,0
28785,F,47,31,36,297,333,3,0,1,1,0,1,0,0,0
28786,F,9,3,26,37,63,2,0,0,1,1,0,0,0,0
28787,F,27,27,15,267,282,1,0,0,1,0,0,0,0,0
28788,F,15,7,24,184,208,2,1,1,0,0,0,0,0,0
28789,M/NB,35,33,29,194,223,2,1,0,0,0,0,0,1,0
28790,F,37,31,29,286,315,2,1,0,0,0,0,0,1,0
28791,F,15,15,15,52,67,1,0,0,1,0,0,0,0,0
28792,F,5,5,15,191,206,1,0,1,0,0,0,0,0,0
28793,F,3,1,26,103,129,2,0,1,0,1,0,0,0,0
28794,F,11,9,29,144,173,2,0,0,0,1,0,0,1,0
28795,F,27,1,75,182,257,6,1,0,0,0,3,0,2,0
28796,F,49,5,85,178,263,8,3,3,1,1,0,0,0,0
28797,F,29,29,15,12,27,1,0,0,0,1,0,0,0,0
28798,M/NB,37,11,93,248,341,8,1,0,2,3,0,0,2,0
28799,F,55,15,79,220,299,7,3,0,1,0,2,0,1,0
28800,F,41,9,97,47,144,8,1,0,2,1,1,1,2,1
28801,M/NB,15,15,15,41,56,1,0,0,0,0,1,0,0,0
28802,F,19,1,50,116,166,4,1,0,0,0,0,2,1,1
28803,F,23,17,25,193,218,2,0,0,2,0,0,0,0,0
28804,F,29,29,15,293,308,1,0,0,1,0,0,0,0,0
28805,F,13,13,15,74,89,1,1,0,0,0,0,0,0,0
28806,F,29,29,15,182,197,1,0,1,0,0,0,0,0,0
28807,M/NB,17,13,25,264,289,2,0,1,1,0,0,0,0,0
28808,F,27,5,85,238,323,8,2,0,2,3,1,0,0,0
28809,M/NB,31,9,44,154,198,4,2,0,1,1,0,0,0,0
28810,F,61,13,106,209,315,10,1,3,3,1,2,0,0,0
28811,F,29,29,15,153,168,1,0,0,0,0,0,0,1,0
28812,M/NB,11,11,15,273,288,1,0,0,0,0,1,0,0,0
28813,M/NB,43,13,135,267,402,12,2,1,2,2,1,1,3,0
28814,F,35,27,34,236,270,3,1,1,1,0,0,0,0,0
28815,M/NB,35,15,57,171,228,5,2,0,1,1,0,1,0,0
28816,M/NB,39,31,27,102,129,2,1,0,0,0,1,0,0,0
28817,F,17,15,24,158,182,2,1,1,0,0,0,0,0,0
28818,F,13,13,15,23,38,1,0,0,0,1,0,0,0,0
28819,F,5,1,25,139,164,2,1,0,1,0,0,0,0,0
28820,F,63,13,104,93,197,9,1,2,1,1,2,1,1,0
28821,F,1,1,15,278,293,1,0,0,0,1,0,0,0,0
28822,F,9,9,15,79,94,1,0,0,0,0,1,0,0,0
28823,F,3,3,15,74,89,1,0,0,1,0,0,0,0,0
28824,F,25,9,91,82,173,8,2,0,4,1,0,0,1,0
28825,F,21,15,28,258,286,2,0,0,0,1,0,1,0,0
28826,F,51,23,90,289,379,8,5,0,1,0,1,0,1,0
28827,F,1,1,15,64,79,1,0,0,1,0,0,0,0,0
28828,M/NB,1,1,15,235,250,1,0,0,0,0,0,0,1,0
28829,F,63,27,88,55,143,9,4,2,2,1,0,0,0,0
28830,F,25,15,52,79,131,4,0,0,1,0,0,2,1,0
28831,F,23,15,26,296,322,2,0,0,1,1,0,0,0,0
28832,F,39,9,69,319,388,6,2,0,2,0,0,2,0,0
28833,F,19,11,25,44,69,2,0,1,1,0,0,0,0,0
28834,M/NB,13,7,24,192,216,2,1,1,0,0,0,0,0,0
28835,F,9,9,15,156,171,1,1,0,0,0,0,0,0,0
28836,F,19,11,24,105,129,2,1,1,0,0,0,0,0,0
28837,F,7,7,15,207,222,1,0,0,1,0,0,0,0,0
28838,M/NB,15,15,15,127,142,1,0,0,0,0,1,0,0,0
28839,M/NB,83,11,133,169,302,12,5,1,1,2,1,2,0,0
28840,F,21,15,28,122,150,2,0,0,0,0,1,1,0,0
28841,F,13,9,28,234,262,2,0,0,0,0,1,1,0,0
28842,M/NB,11,3,36,58,94,3,0,0,1,1,0,0,1,0
28843,M/NB,41,15,56,196,252,5,2,0,2,0,0,1,0,0
28844,F,11,11,15,111,126,1,0,0,1,0,0,0,0,0
28845,F,15,15,15,116,131,1,0,0,0,1,0,0,0,0
28846,F,59,21,120,82,202,11,1,4,2,1,0,3,0,0
28847,F,11,11,15,4,19,1,0,0,1,0,0,0,0,0
28848,M/NB,43,9,67,117,184,6,1,1,2,1,0,0,1,0
28849,M/NB,17,11,29,110,139,2,0,0,1,0,0,0,1,0
28850,M/NB,67,19,112,239,351,10,2,1,2,0,1,3,1,0
28851,F,43,13,131,253,384,11,1,1,4,1,1,1,2,0
28852,F,27,27,15,32,47,1,0,0,0,1,0,0,0,0
28853,F,1,1,15,161,176,1,1,0,0,0,0,0,0,0
28854,M/NB,17,9,29,236,265,2,0,0,0,0,1,0,1,0
28855,F,17,11,29,69,98,2,0,0,1,0,0,0,1,0
28856,F,15,13,24,88,112,2,1,1,0,0,0,0,0,0
28857,F,35,13,69,159,228,6,3,0,1,0,0,0,2,0
28858,F,15,15,15,295,310,1,0,1,0,0,0,0,0,0
28859,M/NB,31,23,25,123,148,2,0,0,2,0,0,0,0,0
28860,M/NB,53,3,121,214,335,11,5,1,3,0,0,0,2,0
28861,M/NB,83,13,136,331,467,12,1,2,2,3,3,0,1,0
28862,M/NB,33,1,65,181,246,6,3,0,1,1,0,1,0,0
28863,F,43,35,25,149,174,2,1,0,1,0,0,0,0,0
28864,F,11,11,15,106,121,1,1,0,0,0,0,0,0,0
28865,F,19,15,27,26,53,2,0,1,0,0,1,0,0,0
28866,F,31,31,15,147,162,1,0,0,0,0,0,0,1,0
28867,M/NB,47,15,112,166,278,10,2,0,3,2,1,1,1,0
28868,M/NB,11,11,15,188,203,1,0,0,0,1,0,0,0,0
28869,M/NB,23,23,15,105,120,1,1,0,0,0,0,0,0,0
28870,M/NB,85,27,135,181,316,12,4,0,3,2,1,1,1,0
28871,M/NB,63,1,137,184,321,12,1,2,3,3,1,1,1,0
28872,F,9,9,15,167,182,1,0,0,0,0,0,0,1,0
28873,F,3,3,15,238,253,1,0,0,0,1,0,0,0,0
28874,F,27,17,42,260,302,4,1,1,2,0,0,0,0,0
28875,F,9,1,27,7,34,2,0,1,0,0,1,0,0,0
28876,F,33,11,44,246,290,4,2,1,0,0,1,0,0,0
28877,F,13,13,15,79,94,1,0,1,0,0,0,0,0,0
28878,M/NB,39,21,80,36,116,7,2,0,1,1,0,0,3,0
28879,F,1,1,15,8,23,1,0,0,0,0,0,0,1,0
28880,M/NB,11,9,29,223,252,2,1,0,0,0,0,0,1,1
28881,M/NB,23,17,28,266,294,2,0,0,0,1,0,1,0,0
28882,F,7,7,15,163,178,1,0,0,0,0,0,0,1,0
28883,F,25,23,27,40,67,2,0,0,0,0,2,0,0,0
28884,F,3,3,15,99,114,1,0,0,0,0,0,0,1,0
28885,F,27,11,33,288,321,3,1,0,2,0,0,0,0,0
28886,M/NB,31,11,91,269,360,8,1,1,3,1,0,0,2,0
28887,F,37,15,80,241,321,7,1,2,1,1,0,1,1,0
28888,F,13,13,15,99,114,1,0,0,1,0,0,0,0,0
28889,M/NB,39,33,29,296,325,2,1,0,0,0,0,0,1,0
28890,F,15,15,15,295,310,1,0,0,0,1,0,0,0,0
28891,F,5,1,26,47,73,2,0,0,1,1,0,0,0,0
28892,F,29,29,15,217,232,1,1,0,0,0,0,0,0,0
28893,F,21,13,29,283,312,2,1,0,0,0,0,0,1,0
28894,F,15,15,15,80,95,1,0,0,0,1,0,0,0,0
28895,M/NB,27,11,65,21,86,5,0,0,2,0,0,2,1,0
28896,F,55,13,100,184,284,9,1,1,3,1,2,1,0,0
28897,F,11,9,25,303,328,2,1,0,1,0,0,0,0,1
28898,M/NB,21,13,47,288,335,4,0,1,0,1,1,1,0,0
28899,F,55,5,141,241,382,12,3,0,4,1,0,2,2,0
28900,F,3,3,15,253,268,1,0,1,0,0,0,0,0,0
28901,F,7,7,15,57,72,1,1,0,0,0,0,0,0,0
28902,M/NB,33,13,109,44,153,10,3,1,2,3,1,0,0,0
28903,M/NB,65,21,117,89,206,10,1,1,2,2,1,1,2,0
28904,F,15,7,27,168,195,2,0,0,0,1,1,0,0,0
28905,M/NB,11,5,24,192,216,2,1,1,0,0,0,0,0,1
28906,F,51,29,82,255,337,7,0,2,2,1,0,1,1,0
28907,M/NB,11,3,26,267,293,2,1,0,0,1,0,0,0,0
28908,M/NB,9,1,27,149,176,2,0,0,0,1,1,0,0,0
28909,M/NB,21,7,46,124,170,4,1,0,1,1,0,1,0,0
28910,F,11,11,15,296,311,1,0,0,0,0,1,0,0,0
28911,F,13,9,29,17,46,2,0,0,1,0,0,0,1,0
28912,F,41,7,77,118,195,6,2,0,0,0,0,2,2,0
28913,F,35,11,60,263,323,5,2,1,0,0,0,0,2,0
28914,F,17,9,23,194,217,2,2,0,0,0,0,0,0,0
28915,M/NB,59,1,113,96,209,10,3,2,1,1,0,0,3,1
28916,M/NB,17,5,57,181,238,5,1,1,1,1,1,0,0,1
28917,F,13,11,28,293,321,2,0,0,0,0,0,2,0,1
28918,F,3,3,15,196,211,1,0,0,1,0,0,0,0,0
28919,F,13,13,15,122,137,1,0,0,0,0,0,1,0,0
28920,M/NB,63,11,101,61,162,9,2,1,2,2,0,1,1,0
28921,F,5,5,15,162,177,1,0,0,1,0,0,0,0,0
28922,M/NB,57,15,91,273,364,8,2,1,2,1,0,0,2,0
28923,F,61,19,88,206,294,8,4,0,2,2,0,0,0,0
28924,F,7,1,28,189,217,2,1,0,0,0,0,1,0,0
28925,F,13,13,15,226,241,1,0,0,0,1,0,0,0,0
28926,F,47,1,121,249,370,11,5,1,2,1,0,1,1,0
28927,M/NB,13,9,28,214,242,2,0,0,0,0,1,1,0,0
28928,F,11,11,15,101,116,1,0,0,0,1,0,0,0,0
28929,F,17,13,25,93,118,2,1,0,1,0,0,0,0,0
28930,F,11,11,15,28,43,1,0,0,0,0,0,0,1,0
28931,F,61,15,97,152,249,8,1,0,1,1,2,1,2,0
28932,F,9,9,15,184,199,1,0,0,1,0,0,0,0,0
28933,F,17,13,29,241,270,2,1,0,0,0,0,0,1,0
28934,M/NB,17,17,15,263,278,1,0,0,0,0,0,1,0,0
28935,F,1,1,15,265,280,1,0,0,1,0,0,0,0,0
28936,F,41,11,127,292,419,11,1,4,1,0,1,1,3,1
28937,M/NB,33,13,68,131,199,6,1,1,0,1,2,1,0,0
28938,F,15,11,27,223,250,2,1,0,0,0,1,0,0,1
28939,F,11,11,15,49,64,1,0,0,0,0,0,1,0,1
28940,F,7,7,15,230,245,1,0,0,0,0,0,1,0,0
28941,M/NB,7,7,15,45,60,1,0,1,0,0,0,0,0,0
28942,F,23,3,49,252,301,4,1,0,0,0,1,1,1,0
28943,F,13,13,15,127,142,1,0,0,1,0,0,0,0,0
28944,M/NB,11,11,15,195,210,1,0,0,0,1,0,0,0,0
28945,F,37,33,26,183,209,2,0,0,1,1,0,0,0,0
28946,F,19,13,29,242,271,2,0,0,0,1,0,0,1,0
28947,M/NB,23,5,36,127,163,3,1,0,1,0,0,1,0,0
28948,F,19,11,29,118,147,2,0,0,1,0,0,0,1,0
28949,M/NB,17,13,27,43,70,2,1,0,0,0,1,0,0,0
28950,M/NB,41,33,37,277,314,3,1,0,1,0,1,0,0,0
28951,M/NB,15,13,29,82,111,2,0,0,0,0,1,0,1,0
28952,F,13,11,26,65,91,2,0,0,0,2,0,0,0,0
28953,F,47,15,90,232,322,8,1,2,1,1,0,0,3,0
28954,F,21,3,74,280,354,6,1,0,1,0,0,1,3,0
28955,F,31,19,51,42,93,4,0,1,0,0,0,2,1,1
28956,M/NB,3,3,15,148,163,1,0,0,0,0,0,0,1,1
28957,M/NB,13,5,27,47,74,2,0,1,0,0,1,0,0,0
28958,F,37,15,41,202,243,4,3,0,1,0,0,0,0,0
28959,F,59,31,87,37,124,8,3,1,1,1,0,2,0,0
28960,M/NB,7,1,27,154,181,2,0,0,1,0,1,0,0,0
28961,F,55,11,130,315,445,12,4,1,5,0,0,1,1,0
28962,M/NB,7,7,15,243,258,1,1,0,0,0,0,0,0,0
28963,F,13,13,15,241,256,1,1,0,0,0,0,0,0,0
28964,M/NB,61,31,68,181,249,6,2,0,2,1,0,0,1,0
28965,M/NB,59,13,117,119,236,10,1,2,2,1,0,2,2,1
28966,F,7,5,28,97,125,2,0,0,0,0,0,2,0,0
28967,F,15,9,25,299,324,2,0,1,1,0,0,0,0,0
28968,M/NB,17,9,29,235,264,2,1,0,0,0,0,0,1,0
28969,M/NB,3,3,15,249,264,1,0,0,0,1,0,0,0,0
28970,F,9,9,15,161,176,1,0,1,0,0,0,0,0,0
28971,F,67,25,92,172,264,8,2,0,1,2,2,1,0,0
28972,F,1,1,15,126,141,1,0,0,0,0,0,0,1,0
28973,F,9,9,15,75,90,1,0,1,0,0,0,0,0,1
28974,M/NB,13,13,15,132,147,1,0,0,1,0,0,0,0,0
28975,F,9,1,23,82,105,2,2,0,0,0,0,0,0,0
28976,F,11,11,15,186,201,1,0,0,0,0,0,0,1,0
28977,F,13,5,25,150,175,2,1,0,1,0,0,0,0,0
28978,M/NB,71,31,82,89,171,7,2,1,1,0,0,2,1,0
28979,F,51,1,111,198,309,10,2,1,3,1,0,2,1,0
28980,M/NB,3,3,15,149,164,1,0,0,0,0,0,0,1,0
28981,M/NB,39,27,39,275,314,3,0,0,1,0,0,1,1,0
28982,F,9,9,15,160,175,1,0,0,1,0,0,0,0,0
28983,F,11,7,24,247,271,2,1,1,0,0,0,0,0,0
28984,M/NB,77,15,127,329,456,11,2,0,2,4,1,1,1,0
28985,F,17,15,25,143,168,2,0,1,1,0,0,0,0,0
28986,F,11,11,15,63,78,1,0,0,0,1,0,0,0,0
28987,F,47,13,134,138,272,12,3,0,5,1,1,1,1,0
28988,M/NB,23,1,48,185,233,4,0,1,1,0,0,1,1,0
28989,F,13,9,28,229,257,2,0,0,1,0,0,1,0,0
28990,F,5,3,29,269,298,2,0,0,0,0,1,0,1,1
28991,M/NB,11,7,27,287,314,2,0,0,1,0,1,0,0,0
28992,M/NB,17,1,84,77,161,8,3,1,2,1,0,1,0,0
28993,M/NB,19,15,27,270,297,2,0,0,1,0,1,0,0,0
28994,F,9,9,15,70,85,1,1,0,0,0,0,0,0,0
28995,F,9,9,15,14,29,1,0,0,0,1,0,0,0,0
28996,F,45,13,70,80,150,6,4,0,1,0,0,0,1,0
28997,M/NB,37,21,72,241,313,6,2,0,1,0,1,1,1,0
28998,M/NB,19,15,29,103,132,2,1,0,0,0,0,0,1,1
28999,M/NB,7,7,15,109,124,1,0,0,0,1,0,0,0,0
29000,F,19,15,24,51,75,2,1,1,0,0,0,0,0,0
29001,F,49,31,35,264,299,3,0,1,0,1,0,0,1,0
29002,F,7,3,25,298,323,2,0,0,2,0,0,0,0,0
29003,F,9,7,27,269,296,2,0,0,1,0,1,0,0,0
29004,M/NB,17,17,15,120,135,1,0,0,1,0,0,0,0,0
29005,F,1,1,15,28,43,1,0,0,0,0,0,0,1,0
29006,F,1,1,15,195,210,1,0,0,0,0,0,1,0,0
29007,M/NB,13,9,29,99,128,2,0,0,0,1,0,0,1,0
29008,F,11,11,15,60,75,1,0,0,1,0,0,0,0,0
29009,M/NB,17,9,25,130,155,2,1,0,1,0,0,0,0,0
29010,M/NB,17,13,26,226,252,2,1,0,0,1,0,0,0,0
29011,F,19,13,29,190,219,2,0,0,1,0,0,0,1,0
29012,F,29,29,15,4,19,1,0,0,1,0,0,0,0,0
29013,F,37,9,83,226,309,7,1,0,3,0,0,2,1,0
29014,F,15,15,15,208,223,1,0,0,1,0,0,0,0,0
29015,F,47,19,125,72,197,12,4,2,4,0,0,0,2,0
29016,M/NB,13,13,15,146,161,1,0,1,0,0,0,0,0,0
29017,F,35,13,53,279,332,5,3,0,1,0,1,0,0,0
29018,F,7,7,15,278,293,1,0,0,1,0,0,0,0,0
29019,M/NB,63,31,66,209,275,6,1,1,1,1,0,2,0,0
29020,F,7,7,15,208,223,1,0,0,1,0,0,0,0,1
29021,M/NB,51,35,72,219,291,6,1,0,2,0,1,1,1,0
29022,M/NB,53,7,91,97,188,8,1,2,0,2,0,0,3,0
29023,F,51,35,97,145,242,8,2,0,2,0,0,2,2,0
29024,M/NB,9,9,15,258,273,1,0,0,0,1,0,0,0,0
29025,F,23,23,15,140,155,1,0,0,0,0,0,1,0,0
29026,F,31,31,15,55,70,1,0,0,0,1,0,0,0,0
29027,M/NB,31,29,28,205,233,2,1,0,0,0,0,1,0,0
29028,M/NB,5,1,25,109,134,2,1,0,1,0,0,0,0,0
29029,F,19,17,29,289,318,2,1,0,0,0,0,0,1,0
29030,F,11,11,15,13,28,1,0,0,0,0,1,0,0,0
29031,F,25,21,27,74,101,2,1,0,0,0,1,0,0,0
29032,F,21,15,25,59,84,2,0,1,1,0,0,0,0,0
29033,M/NB,73,15,129,262,391,11,1,0,4,3,2,0,1,0
29034,F,3,3,15,55,70,1,0,0,1,0,0,0,0,0
29035,M/NB,17,1,62,115,177,5,0,0,1,1,1,0,2,1
29036,M/NB,27,13,68,252,320,6,1,0,2,1,2,0,0,0
29037,M/NB,41,1,115,245,360,10,1,1,2,1,1,3,1,1
29038,F,91,33,137,97,234,12,3,1,3,1,2,1,1,0
29039,F,17,17,15,226,241,1,0,0,0,0,0,1,0,0
29040,F,13,9,28,257,285,2,0,1,0,0,0,1,0,1
29041,M/NB,35,13,42,193,235,4,3,0,0,1,0,0,0,1
29042,F,15,11,28,179,207,2,1,0,0,0,0,1,0,0
29043,F,49,5,88,188,276,8,1,1,3,2,0,0,1,0
29044,F,9,3,28,46,74,2,0,0,1,0,0,1,0,0
29045,M/NB,33,11,61,233,294,5,0,1,2,0,0,1,1,1
29046,F,13,13,15,24,39,1,0,1,0,0,0,0,0,0
29047,F,67,15,133,69,202,12,5,0,4,1,0,0,2,0
29048,F,51,11,93,208,301,8,3,0,1,1,0,1,2,0
29049,F,43,1,85,272,357,7,1,0,1,2,0,1,2,0
29050,M/NB,35,33,25,158,183,2,1,0,1,0,0,0,0,0
29051,M/NB,23,13,36,232,268,3,0,0,1,1,1,0,0,0
29052,F,75,31,97,63,160,8,1,0,2,1,1,1,2,0
29053,F,11,7,23,168,191,2,2,0,0,0,0,0,0,0
29054,F,39,5,65,274,339,6,3,0,2,0,0,0,1,0
29055,M/NB,13,9,29,186,215,2,1,0,0,0,0,0,1,0
29056,F,3,3,15,137,152,1,1,0,0,0,0,0,0,0
29057,F,29,29,15,253,268,1,0,0,0,0,0,1,0,0
29058,M/NB,67,5,124,64,188,11,1,0,5,2,1,1,1,0
29059,F,41,23,84,308,392,7,1,1,1,1,1,1,1,0
29060,F,13,9,29,1,30,2,0,0,0,0,0,0,2,1
29061,F,15,15,15,75,90,1,0,0,0,0,0,0,1,0
29062,F,39,33,23,28,51,2,2,0,0,0,0,0,0,0
29063,F,9,7,28,263,291,2,0,0,0,0,0,2,0,1
29064,F,35,11,137,63,200,12,5,1,1,1,0,3,1,0
29065,F,13,13,15,84,99,1,1,0,0,0,0,0,0,0
29066,F,19,19,15,229,244,1,0,0,1,0,0,0,0,0
29067,F,39,21,80,281,361,7,1,1,2,0,1,2,0,0
29068,F,73,11,139,88,227,12,3,2,4,0,1,0,2,0
29069,F,57,25,99,293,392,9,2,1,5,0,0,0,1,0
29070,F,9,5,26,106,132,2,0,1,0,1,0,0,0,0
29071,F,41,1,96,86,182,9,5,2,0,1,0,1,0,0
29072,F,3,3,15,85,100,1,0,0,1,0,0,0,0,0
29073,M/NB,15,15,15,54,69,1,0,0,1,0,0,0,0,0
29074,F,11,11,15,259,274,1,0,0,0,1,0,0,0,0
29075,M/NB,37,5,123,170,293,11,4,2,2,0,1,1,1,0
29076,F,7,3,27,280,307,2,0,0,1,0,1,0,0,0
29077,F,15,11,28,29,57,2,0,0,1,0,0,1,0,0
29078,F,31,27,29,221,250,2,0,0,0,0,0,0,2,0
29079,F,17,5,34,53,87,3,0,1,2,0,0,0,0,0
29080,F,29,5,91,64,155,7,0,0,2,0,1,2,2,0
29081,F,19,13,25,40,65,2,1,0,1,0,0,0,0,0
29082,F,19,15,26,48,74,2,1,0,0,1,0,0,0,0
29083,F,35,9,81,121,202,7,0,1,4,0,0,1,1,0
29084,M/NB,3,3,15,10,25,1,0,0,0,0,1,0,0,0
29085,F,3,3,15,96,111,1,0,0,0,0,0,0,1,0
29086,F,19,11,27,12,39,2,1,0,0,0,1,0,0,0
29087,F,9,9,15,196,211,1,0,0,0,1,0,0,0,0
29088,F,29,7,90,137,227,7,0,1,0,1,0,4,1,1
29089,M/NB,19,15,25,302,327,2,0,1,1,0,0,0,0,0
29090,F,39,31,28,54,82,2,1,0,0,0,0,1,0,0
29091,F,1,1,15,46,61,1,0,0,0,0,1,0,0,1
29092,M/NB,15,9,28,247,275,2,0,0,0,0,1,1,0,1
29093,F,11,11,15,274,289,1,0,0,1,0,0,0,0,0
29094,F,13,5,25,218,243,2,1,0,1,0,0,0,0,0
29095,F,31,31,15,144,159,1,0,0,0,1,0,0,0,0
29096,F,15,15,15,50,65,1,1,0,0,0,0,0,0,0
29097,M/NB,89,31,144,118,262,12,1,1,1,4,2,1,2,0
29098,M/NB,61,9,121,83,204,10,0,1,1,2,3,1,2,0
29099,M/NB,21,17,25,77,102,2,0,0,2,0,0,0,0,0
29100,M/NB,65,15,144,192,336,12,4,0,3,3,1,0,1,0
29101,M/NB,39,33,28,210,238,2,0,0,0,0,0,2,0,0
29102,M/NB,9,9,15,35,50,1,0,0,0,0,0,0,1,1
29103,M/NB,15,9,28,160,188,2,0,1,0,0,0,1,0,0
29104,F,63,7,122,323,445,10,0,0,4,1,0,4,1,0
29105,F,13,5,29,22,51,2,0,0,1,0,0,0,1,0
29106,F,17,17,15,146,161,1,0,1,0,0,0,0,0,0
29107,F,33,29,27,148,175,2,0,0,0,1,1,0,0,0
29108,M/NB,57,35,48,260,308,4,1,3,0,0,0,0,0,0
29109,F,11,11,15,199,214,1,0,0,0,1,0,0,0,0
29110,M/NB,41,19,70,37,107,6,1,2,0,1,0,1,1,1
29111,F,13,13,15,250,265,1,0,0,0,0,0,0,1,0
29112,F,13,13,15,293,308,1,0,0,0,1,0,0,0,0
29113,F,41,23,42,167,209,4,1,1,2,0,0,0,0,0
29114,F,13,13,15,215,230,1,0,0,0,1,0,0,0,1
29115,F,47,13,81,203,284,7,1,1,1,0,1,1,2,0
29116,M/NB,11,3,28,45,73,2,1,0,0,0,0,1,0,0
29117,M/NB,1,1,15,8,23,1,0,0,0,0,0,0,1,0
29118,F,13,9,23,282,305,2,2,0,0,0,0,0,0,0
29119,M/NB,35,11,70,105,175,6,0,1,4,1,0,0,0,0
29120,F,15,9,26,132,158,2,0,1,0,1,0,0,0,0
29121,F,11,11,15,279,294,1,0,0,0,0,0,1,0,0
29122,F,61,15,132,266,398,11,4,0,0,4,2,0,1,1
29123,F,19,19,15,76,91,1,0,1,0,0,0,0,0,0
29124,F,19,7,32,195,227,3,1,1,1,0,0,0,0,0
29125,F,53,13,97,73,170,8,1,0,2,0,0,2,3,0
29126,F,29,29,15,30,45,1,0,0,0,1,0,0,0,0
29127,F,65,11,105,272,377,10,2,2,3,1,1,1,0,0
29128,F,17,9,25,26,51,2,1,0,1,0,0,0,0,0
29129,F,23,5,43,205,248,4,2,0,2,0,0,0,0,0
29130,F,11,11,15,144,159,1,0,0,1,0,0,0,0,0
29131,M/NB,57,17,117,309,426,10,1,0,4,3,1,0,1,0
29132,F,3,3,15,276,291,1,0,0,0,0,0,0,1,0
29133,F,57,13,112,303,415,9,4,0,0,0,2,0,3,0
29134,F,9,5,29,293,322,2,1,0,0,0,0,0,1,0
29135,F,47,5,90,94,184,8,2,1,2,0,2,0,1,0
29136,F,15,15,15,33,48,1,0,0,1,0,0,0,0,0
29137,M/NB,37,13,122,264,386,11,4,1,3,1,1,0,1,0
29138,F,21,13,28,22,50,2,0,0,1,0,0,1,0,0
29139,F,9,3,25,106,131,2,1,0,1,0,0,0,0,0
29140,M/NB,15,7,28,120,148,2,0,0,1,0,0,1,0,0
29141,M/NB,31,11,109,244,353,10,3,1,3,0,1,1,1,0
29142,F,9,5,25,125,150,2,0,1,1,0,0,0,0,0
29143,F,27,5,113,240,353,10,4,1,2,0,2,0,1,0
29144,F,31,13,46,170,216,4,2,1,0,0,0,0,1,0
29145,M/NB,17,15,29,142,171,2,0,1,0,0,0,0,1,0
29146,F,11,3,38,72,110,3,0,0,1,1,0,1,0,0
29147,F,43,3,107,242,349,9,3,0,1,0,1,2,2,0
29148,F,23,11,33,52,85,3,1,0,2,0,0,0,0,0
29149,F,59,35,86,56,142,7,0,0,2,2,1,1,1,0
29150,M/NB,19,11,36,284,320,3,0,0,2,1,0,0,0,0
29151,F,17,1,90,196,286,8,4,0,2,1,0,1,0,0
29152,F,13,11,29,25,54,2,0,0,1,0,0,0,1,0
29153,M/NB,17,3,47,191,238,4,1,0,0,1,0,2,0,0
